relation,n_gt,n_random,cutoff_density_intersection,cutoff_youdenJ,youdenJ_TPR,youdenJ_FPR,youdenJ_J,cutoff_roc_knee,roc_knee_TPR,roc_knee_FPR
chemicalentity_biologicalprocess,11116,11116,-0.2971562904008459,-0.232143107153421,0.9751709247930912,0.0338251169485426,0.9413458078445484,-0.232143107153421,0.9751709247930912,0.0338251169485426
chemicalentity_chemicalentity,3377989,3377989,-0.2377224352315406,-0.2425281074611494,0.9651221481183035,0.0235643159287966,0.9415578321895068,-0.2425281074611494,0.9651221481183035,0.0235643159287966
chemicalentity_disease,1949,1480767,-0.7184184573360367,-0.5678040704453142,0.9168804515135968,0.0421902973256427,0.874690154187954,-0.6114772077769821,0.923037455105182,0.0484485405198792
chemicalentity_gene,45961103,45961103,-0.2520791318504966,-0.2458965898096785,0.9528489557789768,0.0747692238804625,0.8780797318985143,-0.2458965898096785,0.9528489557789768,0.0747692238804625
chemicalentity_inhibits_biologicalprocess,7112,7112,-0.993509138507216,-0.7050372264239742,0.9541619797525308,0.0606017997750281,0.8935601799775028,-0.6815603668444634,0.9495219347581552,0.0563835770528683
chemicalentity_mutation,5080,13808,-0.3953413561875034,-0.3783863832800884,0.98996062992126,0.0478707995365005,0.9420898303847594,-0.324472889275496,0.9828740157480316,0.0431633835457705
chemicalentity_negativelyassociatedwith_biologicalprocess,337,337,-0.5392569390358404,-0.596142909254255,0.9228486646884272,0.1097922848664688,0.8130563798219584,-0.5284215161370946,0.8931750741839762,0.0801186943620178
chemicalentity_noeffect_biologicalprocess,642388,642388,-0.9727397646074908,-0.952579291745665,0.995694191049646,0.004816403793346,0.9908777872563,-0.952579291745665,0.995694191049646,0.004816403793346
chemicalentity_notassociatedwith_biologicalprocess,348,348,-0.632313951164382,-0.6726369886875827,0.9051724137931034,0.043103448275862,0.8620689655172413,-0.6726369886875827,0.9051724137931034,0.043103448275862
chemicalentity_pathway,10338,10338,-0.4033371770529051,-0.3200630854546729,0.9319984523118592,0.0713871154962275,0.8606113368156316,-0.3200630854546729,0.9319984523118592,0.0713871154962275
chemicalentity_positivelyassociatedwith_biologicalprocess,509,509,-0.6271487097356587,-0.5654679724376828,0.925343811394892,0.0392927308447937,0.8860510805500983,-0.5654679724376828,0.925343811394892,0.0392927308447937
chemicalentity_promotes_biologicalprocess,47341,47341,-0.7833250052845496,-0.7759562641769486,0.9752434464840202,0.0368813502038402,0.93836209628018,-0.751743533264789,0.9716947255022074,0.0336072326313343
chemicalentity_protein,6928023,6928023,-0.3531979362637586,-0.3552259656009227,0.9706022915916994,0.0359448864416298,0.9346574051500696,-0.3552259656009227,0.9706022915916994,0.0359448864416298
chemicalentity_tissue,258,258,-0.4222631762552771,-0.5973483094156968,0.9341085271317828,0.4031007751937984,0.5310077519379846,-0.2473015889961822,0.7441860465116279,0.2131782945736434
disease_anatomicalentity,7808,7808,-0.010161214248901,-0.0359203036665327,0.8304303278688525,0.3928022540983606,0.4376280737704918,-0.0359203036665327,0.8304303278688525,0.3928022540983606
disease_chemicalentity,513,7932,-0.0920346090538531,-0.048156100334646,0.8226120857699805,0.0699697428139183,0.7526423429560621,-0.0641061459637559,0.8538011695906432,0.102370146243066
disease_disease,93925,93925,-0.0108981991098373,-0.0380433396478325,0.6805749268033005,0.4531487889273356,0.2274261378759648,-0.0380433396478325,0.6805749268033005,0.4531487889273356
disease_gene,13033677,13033677,-0.037459190885239,-0.0623062363802962,0.9868858956685822,0.0457937541340022,0.94109214153458,-0.0623062363802962,0.9868858956685822,0.0457937541340022
disease_mutation,425,425,-0.0253462758117528,-0.0227136967063708,0.7529411764705882,0.3435294117647058,0.4094117647058823,-0.0227136967063708,0.7529411764705882,0.3435294117647058
disease_pathway,866,866,-0.0334117922109989,-0.0286198316195198,0.8602771362586605,0.3348729792147806,0.5254041570438799,-0.0286198316195198,0.8602771362586605,0.3348729792147806
disease_phenotype,292346,292346,-0.078458292727439,-0.0688051770080866,0.8349113721412299,0.4151005999740034,0.4198107721672265,-0.0344025885040428,0.6816956619895603,0.2939222701866966
gene_anatomicalentity,9078869,9078869,-0.1196390326341075,-0.1335364966199179,0.9869624729688248,0.0576206133164824,0.9293418596523422,-0.1335364966199179,0.9869624729688248,0.0576206133164824
gene_biologicalprocess,1239869,1239869,-0.0250761864807289,-0.0356325677219588,0.9199552533372476,0.263410086065544,0.6565451672717038,-0.0356325677219588,0.9199552533372476,0.263410086065544
gene_cellularcomponent,514849,514849,-0.0248915715403621,-0.0358198597771757,0.8809126559437815,0.4834194103513846,0.3974932455923969,-0.0358198597771757,0.8809126559437815,0.4834194103513846
gene_chemicalentity,3493,242756,-0.037247035450855,-0.0285922419958417,0.6547380475236186,0.0710466476626736,0.583691399860945,-0.0551992369775931,0.8777555110220441,0.3236706816721317
gene_disease,610383,610383,-0.0342318402016457,-0.0375339126131901,0.9046123499507688,0.268913125037886,0.6356992249128826,-0.0375339126131901,0.9046123499507688,0.268913125037886
gene_gene,32976388,32976388,-0.0888887835600353,-0.071739344080056,0.9149378033761612,0.1119541958324847,0.8029836075436764,-0.071739344080056,0.9149378033761612,0.1119541958324847
gene_inhibits_biologicalprocess,1289,1289,-0.145894117052703,-0.0559618705714699,0.7982932505818464,0.0015515903801396,0.7967416602017068,-0.0699102608748796,0.8013964313421257,0.0077579519006982
gene_molecularfunction,340107,340107,-0.0223228767462405,-0.0286995250249342,0.8283187349863426,0.2131270453122105,0.615191689674132,-0.0286995250249342,0.8283187349863426,0.2131270453122105
gene_mutation,252,252,-0.0274109761414403,-0.0274392225213309,0.7142857142857143,0.2738095238095238,0.4404761904761904,-0.0274392225213309,0.7142857142857143,0.2738095238095238
gene_negativelyassociatedwith_biologicalprocess,515,515,-0.2090526784707327,-0.1070524565571329,0.9844660194174756,0.0,0.9844660194174756,-0.1070524565571329,0.9844660194174756,0.0
gene_notassociatedwith_biologicalprocess,25,25,-0.2259286335343495,-0.1941926147433079,0.96,0.0,0.96,-0.1941926147433079,0.96,0.0
gene_pathway,147860,147860,-0.0301617997023174,-0.0346968297443117,0.8850601920735831,0.2925740565399702,0.5924861355336128,-0.0346968297443117,0.8850601920735831,0.2925740565399702
gene_phenotype,1767589,1767619,-0.0214488475744934,-0.0347684314162952,0.9078699856131712,0.390928701264243,0.5169412843489283,-0.0347684314162952,0.9078699856131712,0.390928701264243
gene_positivelyassociatedwith_biologicalprocess,498,498,-0.2043483366052386,-0.0730086550790463,0.9518072289156626,0.0,0.9518072289156626,-0.1243112141690008,0.9558232931726908,0.0080321285140562
gene_promotes_biologicalprocess,1755,1755,-0.1001281654869509,-0.0617563253450388,0.649002849002849,0.0062678062678062,0.6427350427350427,-0.1079434041055531,0.6564102564102564,0.0364672364672364
gene_protein,446839,446839,-0.0300969819162904,-0.0280984394514378,0.7882593059245052,0.1734674010102072,0.614791904914298,-0.0280984394514378,0.7882593059245052,0.1734674010102072
gene_tissue,4627741,4627741,-0.0317986801227508,-0.0456591214389128,0.9540968260756166,0.3286154086842803,0.6254814173913363,-0.0456591214389128,0.9540968260756166,0.3286154086842803
mirna_gene,2115721,2115721,-0.0168230031657694,-0.0349604052982721,0.9588527976987514,0.2859630357688939,0.6728897619298575,-0.0349604052982721,0.9588527976987514,0.2859630357688939
molecularfunction_biologicalprocess,848,848,-0.0550689746369815,-0.0147993624499696,0.2818396226415094,0.2346698113207547,0.0471698113207547,-0.0295972943894882,0.3962264150943396,0.3679245283018867
molecularfunction_chemicalentity,17669,17669,-0.0357701099089989,-0.0232305970024153,0.2643613107702756,0.2158582828683004,0.0485030279019752,-0.0696915525886812,0.4988397758786575,0.4884260569358764
molecularfunction_molecularfunction,31058,31058,-0.0367831022066947,-0.0413108806514266,0.550067615429197,0.3892716852340782,0.1607959301951188,-0.0413108806514266,0.550067615429197,0.3892716852340782
molecularfunction_protein,294,294,-0.1208978428912815,-0.1291475144247688,0.5714285714285714,0.4795918367346938,0.0918367346938775,-0.1291475144247688,0.5714285714285714,0.4795918367346938
mutation_chemicalentity,10,25,-0.7560321766510607,-0.754969844716278,1.0,0.0,1.0,-0.754969844716278,1.0,0.0
mutation_disease,14685,14685,-0.6368084191791716,-0.5822180922157201,0.9598229485869936,0.1144705481784133,0.8453524004085802,-0.5395943741103513,0.9444330949948928,0.1020088525706503
mutation_gene,13638792,13638792,-0.5280438207233856,-0.5301413879210326,0.9589035451233512,0.2851902133268107,0.6737133317965402,-0.4564169268287603,0.8881874582441026,0.2354485646529399
mutation_mutation,163,163,-0.6028749830648303,-0.5790097433044084,0.8220858895705522,0.1104294478527607,0.7116564417177914,-0.5915407171875388,0.8404907975460123,0.1349693251533742
mutation_protein,32013911,32013911,-0.5450263353775722,-0.5624077691249667,0.972190464326586,0.2101328075785554,0.7620576567480306,-0.4758846340209217,0.924551392674266,0.1738029446011766
pmid_cellularcomponent,87097962,87097962,-0.6566187688465891,-0.6573364564297188,0.9553186904648814,0.1222895089095196,0.8330291815553618,-0.5825071162614393,0.9250570639069604,0.0996844679327858
pmid_chemicalentity,42795681,42795681,-0.7883435266987189,-0.7882303340950201,0.9584901803525454,0.0390649000304493,0.919425280322096,-0.7882303340950201,0.9584901803525454,0.0390649000304493
pmid_disease,192843423,192843423,-0.7097203837109194,-0.719773314490765,0.9787730795465086,0.0764804304474516,0.9022926490990568,-0.6565224228323858,0.9633252828124712,0.064413189761727
pmid_protein,237058221,237058221,-0.5760182017507294,-0.5677753020096663,0.8849043627978631,0.0481095063984302,0.8367948563994329,-0.5677753020096663,0.8849043627978631,0.0481095063984302
pmid_tissue,303745858,303745858,-0.6003899057529384,-0.588814344088636,0.9154356304012548,0.2178956922599418,0.6975399381413129,-0.5298165338273018,0.864199952316716,0.1799278329583016
pathway_gene,40964,40964,-0.0449498754175364,-0.0605865656309756,0.9298652475344203,0.2000537056928034,0.729811541841617,-0.0302993028482303,0.8565569768577287,0.132994824724148
pathway_pathway,2545,2545,-0.0291168402978264,-0.0291625673052831,0.4726915520628684,0.2479371316306483,0.22475442043222,-0.0291625673052831,0.4726915520628684,0.2479371316306483
phenotype_biologicalprocess,12655,12655,-0.5127211216250724,-0.607891854730636,0.8278150928486764,0.5992097984986171,0.2286052943500592,-0.4745528241098817,0.696404583168708,0.4950612406163571
phenotype_cellularcomponent,5808,5808,-0.5348240163974617,-0.6698990933960958,0.921831955922865,0.5752410468319559,0.3465909090909091,-0.4928141200655238,0.7901170798898072,0.4846763085399449
phenotype_chemicalentity,3464,67063,-0.1896445405148513,-0.1369889979525682,0.976905311778291,0.0156270969088767,0.9612782148694142,-0.1643553049284287,0.9812355658198614,0.0202794387367102
phenotype_disease,51887,51887,-0.1828733852775231,-0.1923751866991638,0.963439782604506,0.072349528783703,0.8910902538208029,-0.1539003639359384,0.9534758224603466,0.0624819318904542
phenotype_gene,153582,153582,-0.1062156968033422,-0.1233359341644249,0.9656079488481724,0.0822948001718951,0.8833131486762772,-0.0822241150552987,0.9461004544803427,0.0632626219218398
phenotype_molecularfunction,459,459,-0.4545644919611513,-0.4457983972888497,0.7516339869281046,0.3420479302832244,0.4095860566448802,-0.4457983972888497,0.7516339869281046,0.3420479302832244
phenotype_phenotype,43393,43393,-0.2198205481117147,-0.150242852206178,0.6964256907796188,0.329845827668057,0.3665798631115617,-0.150242852206178,0.6964256907796188,0.329845827668057
phenotype_protein,39720,39720,-0.3633011451360284,-0.3155417705896823,0.9725075528700906,0.084441087613293,0.8880664652567976,-0.2704644940003966,0.9631168177240684,0.0783232628398791
plantspecies_chemicalentity,463,125540,-0.2791424692222783,-0.6922902550241776,0.8812095032397408,0.781942010514577,0.0992674927251637,-0.3081639034058732,0.5464362850971922,0.5231957941691892
plantspecies_disease,35252,35303,-0.103725818407222,-0.1097948682891001,0.8917508226483604,0.1463048466136022,0.7454459760347582,-0.1097948682891001,0.8917508226483604,0.1463048466136022
protein_biologicalprocess,601071,601071,-0.091969881745515,-0.5776643345681309,0.9688090092518188,0.5935921047596706,0.3752169044921482,-0.3265069130054661,0.8571050674545936,0.5493860126341148
protein_cellularcomponent,20783765,20783765,-0.1270193611324294,-0.143767219171222,0.9797750792505592,0.1161494079633791,0.8636256712871802,-0.0958813285589581,0.9603906703140648,0.1002354481971866
protein_chemicalentity,1,12,-0.3376361446501687,-0.1571110372511136,1.0,0.0,1.0,-0.1571110372511136,1.0,0.0
protein_disease,31227114,31227114,-0.1291376971758064,-0.1452060252739286,0.988924144575128,0.0551821727745958,0.933741971800532,-0.0968840364147389,0.9638047883643682,0.0369871516144591
protein_molecularfunction,1172768,1172768,-0.0696413382828635,-0.5690634813738988,0.9478737482605256,0.5657299653469399,0.3821437829135856,-0.3012691262977327,0.7717042074817867,0.4514609880215012
protein_pathway,65434,65434,-0.0422467261694599,-0.0332625891724323,0.6728153559311673,0.1889231897790139,0.4838921661521533,-0.0332625891724323,0.6728153559311673,0.1889231897790139
protein_phenotype,328,328,-0.0693609430091453,-0.0497034494975703,0.7012195121951219,0.1006097560975609,0.600609756097561,-0.0650788843912542,0.7774390243902439,0.1859756097560975
protein_protein,58025729,58025729,-0.1803479481867678,-0.2036837140803804,0.9714350335865664,0.0631641525779021,0.9082708810086644,-0.2036837140803804,0.9714350335865664,0.0631641525779021
protein_tissue,40398331,40398331,-0.1686416078713624,-0.1523438805787957,0.9887731748125932,0.1383779938829651,0.850395180929628,-0.1016061353371728,0.9634001711605364,0.1224626086656896
