n,mean,std,min,max,range,iqr,p0,p1,p5,p10,p25,p50,p75,p90,p95,p99,p100
1188530738,-0.2745904326438904,0.20267587900161743,-10.627837181091309,-0.0,10.627837181091309,0.26572348177433014,-10.627837181091309,-0.8666702508926392,-0.6248535603284835,-0.5275366306304932,-0.3897152245044708,-0.2558695673942566,-0.12399174273014069,-0.024411216378211975,-0.012366287410259247,-0.0029385979287326336,0.0
